gene_a,gene_a.identifier,gene_b,gene_b.identifier,SL.cellline,pubmed_id,source,sl_score,sl,combined_score,reactome,corum,go_F,go_C,go_P,kegg,all,gene_a_encoder,gene_b_encoder
C5orf22,55322,RAD1,5810,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,959,6796
CXCR1,3577,UBQLN4,56893,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1880,9125
MYC,6799,SULT1A2,4609,,22623531,Text Mining,0.4,1,0.0,0,0,1,0,0,0,2,5125,8234
NDUFC1,4717,TSC22D2,9819,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,5298,8938
CDK11A,728642,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,0,0,0,1,0,0,2,1312,5202
FBXO8,26269,PTAR1,375743,,26472760,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,2825,6642
MICOS10,440574,YTHDC1,91746,,31300006,CRISPR/CRISPRi,0.0,1,0.0,0,0,1,0,0,0,2,4838,9476
MICOS10,440574,NFE2L1,4779,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,1,0,0,0,2,4838,5356
MICOS10,440574,ZNF830,91603,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,1,0,0,0,2,4838,9840
MICOS10,440574,TTC4,7268,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,0,0,0,2,4838,8992
MICOS10,440574,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.14,1,0.0,0,0,1,0,0,0,2,4838,9028
MICOS10,440574,MTBP,27085,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,0,0,0,0,0,4838,5060
MICOS10,440574,RAE1,8480,,31300006,CRISPR/CRISPRi,0.29,1,0.0,0,0,1,0,0,0,2,4838,6816
MICOS10,440574,PELO,53918,,31300006,CRISPR/CRISPRi,0.28,1,0.0,0,0,1,0,0,0,2,4838,6007
MICOS10,440574,NUP54,53371,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,0,0,0,2,4838,5600
MICOS10,440574,XPO1,7514,,31300006,CRISPR/CRISPRi,0.25,1,0.0,0,0,1,0,0,0,2,4838,9438
MICOS10,440574,TRPM7,54822,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,0,0,0,0,0,4838,8929
MICOS10,440574,POLR2K,5440,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,0,0,0,2,4838,6351
MICOS10,440574,OPA1,4976,,31300006,CRISPR/CRISPRi,0.16,1,437.0,0,0,1,1,1,1,5,4838,5653
MICOS10,440574,RBM17,84991,,31300006,CRISPR/CRISPRi,0.0,1,0.0,0,0,1,0,0,0,2,4838,6904
MICOS10,440574,REXO2,25996,,31300006,CRISPR/CRISPRi,0.24,1,0.0,0,0,0,1,0,0,2,4838,6979
ALKBH7,84266,MYC,4609,,22157079,GenomeRNAi,0.5539999999999999,1,0.0,0,0,1,0,1,0,3,294,5125
ALKBH7,84266,NRAS,4893,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,0,0,1,0,0,0,2,294,5515
ALKBH7,84266,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,1,0,0,0,2,294,5202
ALKBH7,84266,HRAS,3265,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,0,0,1,0,0,0,2,294,3671
ALKBH7,84266,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,1,0,0,3,294,4255
CCDC28A,25901,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,0,0,1,0,0,0,2,1141,5202
PJA2,9867,POLK,51426,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,6170,6332
GABRA1,2554,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,1,0,0,2,0,0,3,3036,6654
ABCF1,23,MDC1,9656,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,39,4737
ITFG2,55846,PHB2,11331,,25171417,Daisy,0.2,1,320.0,0,0,0,0,0,0,0,3972,6074
CXCL16,147798,TMC4,58191,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,1877,8585
SH2D3A,147798,TMC4,10045,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,7568,8585
ESRP2,147798,TMC4,80004,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2616,8585
BUB1,699,PPP1R12B,4660,,29959327,ISLE,0.3,1,0.0,3,0,1,2,0,0,4,881,6427
BUB1,699,CYP3A4,1576,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,0,0,0,2,881,1934
BUB1,699,CYP2C9,1559,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,881,1928
BUB1,699,PENK,5179,,29959327,ISLE,0.3,1,0.0,1,0,0,0,0,0,1,881,6009
BUB1,699,MAPT,4137,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,2,0,0,3,881,4669
BUB1,699,GINS1,9837,,25171417,Daisy,0.2,1,512.0,2,0,0,1,0,0,3,881,3153
BUB1,699,TUBB1,81027,,17000754,GenomeRNAi,0.5,1,270.0,13,0,0,0,0,1,3,881,9018
BUB1,699,CYP3A5,1577,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,0,0,0,2,881,1935
BUB1,699,NR1I2,8856,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,1,0,0,3,881,5502
BUB1,699,ZNF334,55713,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,881,9680
BUB1,699,COL14A1,7373,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,881,1647
BUB1,699,CYP1B1,1545,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,881,1916
BUB1,699,CDC45,8318,,25171417,Daisy,0.2,1,952.0,3,0,1,1,0,1,5,881,1284
BUB1,699,MAP2,4133,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,1,0,0,3,881,4619
BUB1,699,MAP4,4134,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,1,1,0,4,881,4641
BUB1,699,CYP19A1,1588,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,1,0,0,2,881,1914
BUB1,699,MYBL2,4605,,25171417,Daisy,0.2,1,771.0,2,0,1,1,0,0,4,881,5121
BUB1,699,SMC4,10051,,25171417,Daisy,0.2,1,945.0,4,0,2,2,1,1,6,881,7869
BUB1,699,CYP3A7,1551,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,881,1936
BUB1,699,CYP2C8,1558,,17000754,GenomeRNAi,0.5,1,0.0,0,0,1,0,0,0,2,881,1927
BUB1,699,FGD2,221472,,29959327,ISLE,0.3,1,0.0,2,0,1,1,0,0,4,881,2870
BUB1,699,SLCO1B3,28234,,17000754,GenomeRNAi,0.5,1,0.0,0,0,0,0,0,0,0,881,7829
BUB1,699,SV2B,9899,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,881,8264
CCNB2,55635,DEPDC1,9133,,25171417,computer analysis,0.3,1,759.0,0,0,1,1,0,0,3,1176,2079
DEPDC1,55635,MELK,9833,,25171417,computer analysis,0.3,1,784.0,0,0,1,1,1,0,4,2079,4782
DEPDC1,55635,RAD54L,8438,,25171417,Daisy,0.2,1,522.0,0,0,1,1,0,0,3,2079,6811
DEPDC1,55635,RAD51AP1,10635,,25171417,computer analysis,0.3,1,643.0,0,0,1,1,0,0,3,2079,6804
AURKB,55635,DEPDC1,9212,,25171417,computer analysis,0.3,1,749.0,0,0,1,1,0,0,3,684,2079
EGFR,4851,NOTCH1,1956,,29232766,textmining,0.2,1,0.0,9,0,4,7,7,5,6,2402,5462
KSR1,8844,NAMPT,10135,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,1,0,4,4289,5210
KSR1,8844,TXN,7295,,31300006,CRISPR/CRISPRi,0.08,1,0.0,2,0,1,2,0,0,4,4289,9044
KSR1,8844,MAP2K2,5605,,28319085,CRISPR/CRISPRi,0.68,1,994.0,20,0,4,2,1,2,6,4289,4621
KSR1,8844,TK1,7083,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,2,1,0,0,3,4289,8550
KSR1,8844,LARS2,23395,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,0,0,0,2,4289,4331
KSR1,8844,SLC16A5,9121,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,1,0,0,3,4289,7661
PTEN,6446,SGK1,5728,,26427375,computer analysis,0.3,1,725.0,6,0,1,5,1,3,6,6654,7552
BLM,5604,MAP2K1,641,,17429401,Text Mining,0.4,1,0.0,0,0,2,2,1,0,4,802,4620
ATAD5,5604,MAP2K1,79915,,17429401,Text Mining,0.4,1,0.0,0,0,2,1,0,0,3,586,4620
MAP2K1,5604,STK11,6794,,17429401,Text Mining,0.4,1,465.0,1,0,3,3,4,5,6,4620,8171
MAP2K1,5604,SMARCB1,6598,,31300006,CRISPR/CRISPRi,0.49,1,221.0,0,0,1,1,0,1,4,4620,7860
MAP2K1,5604,MAP2K2,5605,,29251726,CRISPR screen,0.65,1,982.0,37,2,9,8,11,75,7,4620,4621
MAP2K1,5604,VHL,7428,,28319113,CRISPR screen,0.65,1,214.0,3,0,1,4,3,3,6,4620,9281
MAP2K1,5604,NRAS,4893,,19490893,GenomeRNAi,0.45799999999999996,1,986.0,28,0,1,2,1,69,6,4620,5515
MAP2K1,5604,TTN,7273,,17429401,Text Mining,0.4,1,175.0,0,0,4,1,2,1,5,4620,9006
MAP2K1,5604,PIK3R1,5295,,31300006,CRISPR/CRISPRi,0.25,1,940.0,17,0,1,3,1,67,6,4620,6142
MAP2K1,5604,TUSC3,7991,,17429401,Text Mining,0.4,1,0.0,2,0,0,2,0,0,3,4620,9034
FH,5604,MAP2K1,2271,,17429401,Text Mining,0.4,1,0.0,0,0,1,3,0,3,4,2893,4620
MAP2K1,5604,PARP1,142,,31300006,CRISPR/CRISPRi,0.66,1,333.0,3,0,2,2,0,1,5,4620,5836
ING5,5604,MAP2K1,84289,,17429401,Text Mining,0.4,1,0.0,0,0,1,1,2,0,4,3890,4620
KRAS,5604,MAP2K1,3845,,19490893,Text Mining,0.6,1,986.0,14,0,1,4,2,71,6,4255,4620
MAP2K1,5604,MTOR,2475,,17429401,Text Mining,0.4,1,688.0,5,0,4,2,4,34,6,4620,5086
MAP2K1,5604,WEE1,7465,,31300006,CRISPR/CRISPRi,0.78,1,304.0,0,0,4,1,1,2,5,4620,9392
NAE1,9633,TESMIN,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,0,1,0,0,2,5202,8460
KRT6A,3853,RHAG,6005,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,4273,7017
CSN1S1,1446,HRAS,3265,,19490893,GenomeRNAi,0.449,1,319.0,0,0,1,0,0,1,3,1793,3671
CSN1S1,1446,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,0,0,0,2,1793,4255
CSN1S1,1446,NRAS,4893,,19490893,GenomeRNAi,0.449,1,0.0,0,0,1,0,0,1,3,1793,5515
TIA1,57209,ZNF248,7072,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,8522,9656
EXOSC9,5393,MRPS10,55173,,31300006,CRISPR/CRISPRi,0.05,1,0.0,1,0,0,0,0,0,1,2662,5001
EXOSC9,5393,SCO1,6341,,31300006,CRISPR/CRISPRi,0.08,1,0.0,0,0,1,0,0,0,2,2662,7407
EXOSC9,5393,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.18,1,0.0,1,0,1,2,0,0,4,2662,8934
EXOSC9,5393,WARS2,10352,,31300006,CRISPR/CRISPRi,0.27,1,0.0,1,0,0,0,0,0,1,2662,9343
EXOSC9,5393,PRPF18,8559,,31300006,CRISPR/CRISPRi,0.03,1,0.0,0,0,1,1,0,0,3,2662,6548
EXOSC9,5393,UQCRB,7381,,31300006,CRISPR/CRISPRi,0.09,1,0.0,0,0,1,0,0,0,2,2662,9188
EXOSC9,5393,HUS1,3364,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,4,0,0,3,2662,3736
EXOSC9,5393,TBCB,1155,,31300006,CRISPR/CRISPRi,0.1,1,0.0,1,0,1,2,0,0,4,2662,8380
EXOSC9,5393,ZMAT5,55954,,31300006,CRISPR/CRISPRi,0.07,1,0.0,1,0,1,1,0,0,4,2662,9600
EXOSC9,5393,RPP38,10557,,31300006,CRISPR/CRISPRi,0.05,1,228.0,4,0,1,2,1,0,5,2662,7207
EXOSC9,5393,MAD2L1,4085,,25171417,Daisy,0.2,1,435.0,0,0,1,4,0,0,3,2662,4574
EXOSC9,5393,NEMF,9147,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,0,1,0,0,2,2662,5338
EXOSC9,5393,NOL9,79707,,31300006,CRISPR/CRISPRi,0.06,1,902.0,4,0,2,3,1,0,5,2662,5447
EXOSC9,5393,RTF1,23168,,31300006,CRISPR/CRISPRi,0.18,1,232.0,1,0,2,2,0,0,4,2662,7290
EXOSC9,5393,FAM98B,283742,,31300006,CRISPR/CRISPRi,0.1,1,0.0,1,0,2,3,0,0,4,2662,2758
EXOSC9,5393,PAFAH1B1,5048,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,1,2,0,0,3,2662,5791
EXOSC9,5393,MTHFD2,10797,,31300006,CRISPR/CRISPRi,0.07,1,0.0,0,0,1,0,0,0,2,2662,5071
EXOSC9,5393,SPAG7,9552,,31300006,CRISPR/CRISPRi,0.31,1,0.0,0,0,1,1,0,0,3,2662,7991
EXOSC9,5393,FARSA,2193,,31300006,CRISPR/CRISPRi,0.06,1,0.0,1,0,2,2,0,0,4,2662,2773
EXOSC9,5393,PPWD1,23398,,31300006,CRISPR/CRISPRi,0.02,1,153.0,1,0,0,1,0,0,3,2662,6471
EXOSC9,5393,TRMT5,57570,,31300006,CRISPR/CRISPRi,0.43,1,191.0,1,0,0,2,0,0,3,2662,8910
EXOSC9,5393,MRPS28,28957,,31300006,CRISPR/CRISPRi,0.13,1,0.0,1,0,1,0,0,0,3,2662,5018
EXOSC9,5393,PNN,5411,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,2,0,0,1,3,2662,6302
EXOSC9,5393,GTF2H4,2968,,31300006,CRISPR/CRISPRi,0.23,1,0.0,1,0,1,2,0,0,4,2662,3400
EXOSC9,5393,MRPS18A,55168,,31300006,CRISPR/CRISPRi,0.17,1,0.0,1,0,0,0,0,0,1,2662,5008
EXOSC9,5393,GFI1B,8328,,31300006,CRISPR/CRISPRi,0.11,1,0.0,0,0,1,2,1,0,4,2662,3125
EXOSC9,5393,MRPL50,54534,,31300006,CRISPR/CRISPRi,0.09,1,0.0,1,0,0,0,0,0,1,2662,4997
EXOSC9,5393,PTCD3,55037,,31300006,CRISPR/CRISPRi,0.07,1,0.0,1,0,2,2,0,0,4,2662,6647
EXOSC9,5393,TIPIN,54962,,31300006,CRISPR/CRISPRi,0.31,1,200.0,0,0,1,3,0,0,3,2662,8543
EXOSC9,5393,VPS72,6944,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,1,2,0,0,3,2662,9318
EXOSC9,5393,FH,2271,,31300006,CRISPR/CRISPRi,0.34,1,0.0,0,0,1,4,0,0,3,2662,2893
EXOSC9,5393,SNRNP70,6625,,31300006,CRISPR/CRISPRi,0.2,1,308.0,1,0,2,2,0,0,4,2662,7917
EXOSC9,5393,PSMC1,5700,,31300006,CRISPR/CRISPRi,0.14,1,0.0,3,0,2,3,1,0,5,2662,6613
EXOSC9,5393,XRN2,22803,,31300006,CRISPR/CRISPRi,0.64,1,772.0,5,0,3,3,2,2,6,2662,9451
EXOSC9,5393,RFC4,5984,,25171417,computer analysis,0.3,1,297.0,0,0,1,2,0,0,3,2662,6985
EXOSC9,5393,PRMT5,10419,,31300006,CRISPR/CRISPRi,0.2,1,193.0,1,0,1,4,0,0,4,2662,6533
EXOSC9,5393,NOC2L,26155,,31300006,CRISPR/CRISPRi,0.03,1,220.0,0,0,2,4,0,0,3,2662,5433
EXOSC9,5393,MRPS18B,28973,,31300006,CRISPR/CRISPRi,0.12,1,0.0,1,0,1,1,0,0,4,2662,5009
EXOSC9,5393,NUP85,79902,,31300006,CRISPR/CRISPRi,0.32,1,0.0,2,0,1,2,0,1,5,2662,5604
EXOSC9,5393,RPL28,6158,,31300006,CRISPR/CRISPRi,0.01,1,903.0,5,0,2,2,0,0,4,2662,7177
EXOSC9,5393,NCAPG2,54892,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,2662,5237
EXOSC9,5393,NDUFB1,4707,,31300006,CRISPR/CRISPRi,0.13,1,0.0,0,0,0,0,0,0,0,2662,5289
EXOSC9,5393,OGFOD1,55239,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,3,0,0,3,2662,5642
EXOSC9,5393,NACA,4666,,31300006,CRISPR/CRISPRi,0.31,1,0.0,0,0,0,2,0,0,2,2662,5197
EXOSC9,5393,PTCD1,26024,,31300006,CRISPR/CRISPRi,0.0,1,153.0,0,0,2,0,0,0,2,2662,6645
EXOSC9,5393,RNGTT,8732,,31300006,CRISPR/CRISPRi,0.49,1,169.0,1,0,1,2,0,1,5,2662,7124
EXOSC9,5393,SSB,6741,,31300006,CRISPR/CRISPRi,0.01,1,374.0,0,0,2,2,0,0,3,2662,8102
EXOSC9,5393,PPAT,5471,,31300006,CRISPR/CRISPRi,0.28,1,0.0,0,0,0,1,0,0,2,2662,6390
EXOSC9,5393,NCBP1,4686,,31300006,CRISPR/CRISPRi,0.17,1,272.0,1,0,2,3,1,1,6,2662,5240
EXOSC9,5393,RPL5,6125,,31300006,CRISPR/CRISPRi,0.19,1,909.0,5,0,2,6,1,0,5,2662,7193
EXOSC9,5393,SRP19,6728,,31300006,CRISPR/CRISPRi,0.04,1,0.0,1,0,2,2,0,0,4,2662,8078
EXOSC9,5393,LONP1,9361,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,2,0,0,3,2662,4453
EXOSC9,5393,TFB1M,51106,,31300006,CRISPR/CRISPRi,0.13,1,187.0,2,0,2,0,0,0,3,2662,8469
EXOSC9,5393,MED23,9439,,31300006,CRISPR/CRISPRi,0.28,1,0.0,0,0,1,1,0,0,3,2662,4765
EXOSC9,5393,PTTG1,9232,,31300006,CRISPR/CRISPRi,0.06,1,188.0,0,0,1,3,0,0,3,2662,6709
EXOSC9,5393,ZNF598,90850,,31300006,CRISPR/CRISPRi,0.13,1,0.0,0,0,2,0,0,0,2,2662,9763
EXOSC9,5393,PDSS2,57107,,31300006,CRISPR/CRISPRi,0.12,1,0.0,0,0,1,1,0,0,3,2662,5992
EXOSC9,5393,PWP1,11137,,31300006,CRISPR/CRISPRi,0.15,1,350.0,0,0,0,2,0,0,2,2662,6720
EXOSC9,5393,MPHOSPH6,10200,,31300006,CRISPR/CRISPRi,0.2,1,998.0,4,1,2,6,1,2,7,2662,4927
EXOSC9,5393,PPP2R1A,5518,,31300006,CRISPR/CRISPRi,0.15,1,228.0,1,0,1,4,0,1,5,2662,6449
EXOSC9,5393,NSL1,25936,,25171417,Daisy,0.17,1,0.0,0,0,1,1,0,0,3,2662,5536
EXOSC9,5393,INTS5,80789,,31300006,CRISPR/CRISPRi,0.36,1,0.0,0,0,1,4,0,0,3,2662,3919
EXOSC9,5393,SKA3,221150,,31300006,CRISPR/CRISPRi,0.09,1,0.0,0,0,1,1,0,0,3,2662,7629
EXOSC9,5393,NUDC,10726,,31300006,CRISPR/CRISPRi,0.08,1,0.0,0,0,1,3,0,0,3,2662,5569
EXOSC9,5393,POLR2K,5440,,31300006,CRISPR/CRISPRi,0.38,1,223.0,1,0,1,3,0,0,4,2662,6351
EXOSC9,5393,SNAPC1,6617,,31300006,CRISPR/CRISPRi,0.45,1,0.0,0,0,1,2,0,0,3,2662,7902
EXOSC9,5393,KDM1A,23028,,31300006,CRISPR/CRISPRi,0.13,1,0.0,0,0,1,2,1,0,4,2662,4116
EXOSC9,5393,MRPL46,26589,,31300006,CRISPR/CRISPRi,0.02,1,0.0,1,0,0,1,0,0,3,2662,4993
EXOSC9,5393,HSCB,150274,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,1,3,0,0,3,2662,3686
EXOSC9,5393,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,1,2,0,0,3,2662,9028
EXOSC9,5393,NOL10,79954,,31300006,CRISPR/CRISPRi,0.1,1,407.0,0,0,1,1,0,0,3,2662,5440
EXOSC9,5393,FBXO28,23219,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,1,0,0,0,2,2662,2809
EXOSC9,5393,RPL32,6161,,31300006,CRISPR/CRISPRi,0.05,1,904.0,5,0,1,1,0,0,4,2662,7181
EXOSC9,5393,SMC2,10592,,25171417,computer analysis,0.3,1,153.0,0,0,1,7,0,0,3,2662,7867
DBF4,5393,EXOSC9,10926,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,1971,2662
EXOSC9,5393,MRPS16,51021,,31300006,CRISPR/CRISPRi,0.05,1,0.0,1,0,1,1,0,0,4,2662,5006
EXOSC9,5393,MTBP,27085,,31300006,CRISPR/CRISPRi,0.01,1,0.0,0,0,0,0,0,0,0,2662,5060
EXOSC9,5393,TIMM9,26520,,31300006,CRISPR/CRISPRi,0.21,1,0.0,0,0,1,0,0,0,2,2662,8539
EXOSC9,5393,PFAS,5198,,31300006,CRISPR/CRISPRi,0.05,1,0.0,0,0,0,2,0,0,2,2662,6028
EXOSC9,5393,HBS1L,10767,,31300006,CRISPR/CRISPRi,0.14,1,995.0,3,0,1,2,1,1,6,2662,3481
EXOSC9,5393,MED28,80306,,31300006,CRISPR/CRISPRi,0.34,1,0.0,0,0,1,1,0,0,3,2662,4769
EXOSC9,5393,TOPBP1,11073,,25171417,computer analysis,0.3,1,0.0,0,0,1,3,0,0,3,2662,8786
EXOSC9,5393,HYPK,25764,,31300006,CRISPR/CRISPRi,0.0,1,0.0,0,0,1,3,0,0,3,2662,3744
EXOSC9,5393,METAP2,10988,,31300006,CRISPR/CRISPRi,0.12,1,171.0,0,0,2,2,0,0,3,2662,4796
EXOSC9,5393,RFC5,5985,,31300006,CRISPR/CRISPRi,0.03,1,206.0,0,0,1,2,0,0,3,2662,6986
EXOSC9,5393,POLE,5426,,31300006,CRISPR/CRISPRi,0.01,1,0.0,0,0,1,2,0,0,3,2662,6324
EXOSC9,5393,FDPS,2224,,31300006,CRISPR/CRISPRi,0.12,1,0.0,0,0,2,3,0,0,3,2662,2849
EXOSC9,5393,MRPS35,60488,,31300006,CRISPR/CRISPRi,0.05,1,0.0,1,0,1,0,0,0,3,2662,5023
EXOSC9,5393,PAXBP1,94104,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,0,2,1,0,3,2662,5857
EXOSC9,5393,GNPAT,8443,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,0,1,0,0,2,2662,3232
EXOSC9,5393,MRPL42,28977,,31300006,CRISPR/CRISPRi,0.05,1,159.0,1,0,1,0,0,0,3,2662,4990
EXOSC9,5393,GTF2H1,2965,,31300006,CRISPR/CRISPRi,0.18,1,0.0,1,0,1,1,0,0,4,2662,3398
EXOSC9,5393,TTC4,7268,,31300006,CRISPR/CRISPRi,0.34,1,0.0,0,0,1,3,0,0,3,2662,8992
EXOSC9,5393,NAT10,55226,,31300006,CRISPR/CRISPRi,0.04,1,473.0,3,0,2,3,0,0,4,2662,5222
EXOSC9,5393,RPLP2,6181,,31300006,CRISPR/CRISPRi,0.11,1,905.0,5,0,1,2,0,0,4,2662,7200
EXOSC9,5393,SLC7A1,6541,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,0,0,0,2,2662,7813
EXOSC9,5393,ZNF830,91603,,31300006,CRISPR/CRISPRi,0.3,1,0.0,0,0,1,2,0,0,3,2662,9840
EXOSC9,5393,ZWINT,11130,,31300006,CRISPR/CRISPRi,0.1,1,0.0,0,0,1,3,0,0,3,2662,9868
EXOSC9,5393,RBM25,58517,,31300006,CRISPR/CRISPRi,0.09,1,0.0,0,0,2,1,0,0,3,2662,6911
EXOSC9,5393,MAX,4149,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,3,1,0,4,2662,4696
EXOSC9,5393,GTF2E1,2960,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,3,0,0,3,2662,3395
EXOSC9,5393,YTHDC1,91746,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,2,2,0,0,3,2662,9476
EXOSC9,5393,ZNF574,64763,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,0,1,1,0,3,2662,9751
EXOSC9,5393,KIF11,3832,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,0,2,0,0,2,2662,4151
EXOSC9,5393,HCCS,3052,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,1,0,0,0,2,2662,3483
EXOSC9,5393,WDR70,55100,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,0,1,0,0,2,2662,9380
EXOSC9,5393,TCF25,22980,,31300006,CRISPR/CRISPRi,0.2,1,151.0,0,0,1,1,0,0,3,2662,8420
EXOSC9,5393,SNIP1,79753,,31300006,CRISPR/CRISPRi,0.14,1,0.0,0,0,2,3,0,0,3,2662,7910
EXOSC9,5393,RAD51AP1,10635,,25171417,computer analysis,0.3,1,0.0,0,0,2,2,0,0,3,2662,6804
EXOSC9,5393,NDUFB4,4710,,31300006,CRISPR/CRISPRi,0.05,1,0.0,0,0,0,0,0,0,0,2662,5293
EXOSC9,5393,NSMCE4A,54780,,31300006,CRISPR/CRISPRi,0.22,1,0.0,1,0,1,2,0,0,4,2662,5539
EXOSC9,5393,WDR77,79084,,31300006,CRISPR/CRISPRi,0.13,1,262.0,1,0,1,4,0,0,4,2662,9383
EXOSC9,5393,TRPM7,54822,,31300006,CRISPR/CRISPRi,0.12,1,0.0,0,0,0,0,0,0,0,2662,8929
EXOSC9,5393,SLC7A6OS,84138,,31300006,CRISPR/CRISPRi,0.14,1,0.0,0,0,0,2,0,0,2,2662,7821
EXOSC9,5393,MICOS10-NBL1,100532736,,31300006,CRISPR/CRISPRi,0.22,1,0.0,0,0,0,0,0,0,0,2662,4839
EXOSC9,5393,INTS3,65123,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,1,3,0,0,3,2662,3917
EXOSC9,5393,RPL35,11224,,31300006,CRISPR/CRISPRi,0.01,1,906.0,5,0,1,2,0,0,4,2662,7183
EXOSC9,5393,LARS2,23395,,31300006,CRISPR/CRISPRi,0.19,1,0.0,1,0,0,0,0,0,1,2662,4331
EXOSC9,5393,SDHC,6391,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,0,0,0,2,2662,7429
EXOSC9,5393,PSMD6,9861,,31300006,CRISPR/CRISPRi,0.04,1,0.0,3,0,1,2,1,0,5,2662,6629
EXOSC9,5393,MZT1,440145,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,1,0,0,3,2662,5175
EXOSC9,5393,RPA3,6119,,31300006,CRISPR/CRISPRi,0.05,1,0.0,0,0,1,1,0,0,3,2662,7145
EXOSC9,5393,IARS1,3376,,31300006,CRISPR/CRISPRi,0.25,1,193.0,1,0,1,3,0,0,4,2662,3746
EXOSC9,5393,RPLP1,6176,,31300006,CRISPR/CRISPRi,0.12,1,907.0,5,0,1,1,0,0,4,2662,7199
EXOSC9,5393,ROMO1,140823,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,1,0,0,0,2,2662,7135
